created_at;komentar;username;case_folding;cleaning;tokenizing;normalisasi;stopword;lemmatisasi;cluster;Cluster Label
Fri Jun 28 18:06:14 +0000 2024;Pegel banget badan kayak abis karapan sapi;Hisyammaji;pegel banget badan kayak abis karapan sapi;pegel banget badan kayak abis karapan sapi;['pegel', 'banget', 'badan', 'kayak', 'abis', 'karapan', 'sapi'];['pegel', 'banget', 'badan', 'kayak', 'habis', 'karapan', 'sapi'];pegel banget badan kayak habis karapan sapi;gel banget badan kayak habis karapan sapi;0;Positif
Thu Jun 27 11:50:47 +0000 2024;@pi_dubaek karapan sapi;poemofgyu;@pi_dubaek karapan sapi;pidubaek karapan sapi;['pidubaek', 'karapan', 'sapi'];['pidubaek', 'karapan', 'sapi'];pidubaek karapan sapi;pidubaek karapan sapi;0;Positif
Thu Jun 27 11:14:04 +0000 2024;sebuwah keruwetan hari ini muteri karapan sapi 2x karena ga nemu calf;andinsptr_;sebuwah keruwetan hari ini muteri karapan sapi 2x karena ga nemu calf;sebuwah keruwetan hari ini muteri karapan sapi x karena ga nemu calf;['sebuwah', 'keruwetan', 'hari', 'ini', 'muteri', 'karapan', 'sapi', 'x', 'karena', 'ga', 'nemu', 'calf'];['sebuwah', 'keruwetan', 'hari', 'ini', 'muteri', 'karapan', 'sapi', 'kali', 'karena', 'tidak', 'nemu', 'calf'];sebuwah keruwetan muteri karapan sapi kali nemu calf;sebuwah ruwet muteri karapan sapi kali nemu calf;0;Positif
Thu Jun 27 07:04:55 +0000 2024;#SUKU Suku Madura memiliki tradisi khas yang telah dilakukan sejak zaman nenek moyang. Yang pertama Karapan Sapi atau pacuan sapi Kedua yaitu Tradisi Cahe adalah tradisi Suku Madura yang dilakukan masyarakat di awal musim dan akhir musim penghujan. #RAPMANESIA https://t.co/4bd6ZcvpQc;rapmafmums;#suku suku madura memiliki tradisi khas yang telah dilakukan sejak zaman nenek moyang. yang pertama karapan sapi atau pacuan sapi kedua yaitu tradisi cahe adalah tradisi suku madura yang dilakukan masyarakat di awal musim dan akhir musim penghujan. #rapmanesia https://t.co/4bd6zcvpqc;suku suku madura memiliki tradisi khas yang telah dilakukan sejak zaman nenek moyang yang pertama karapan sapi atau pacuan sapi kedua yaitu tradisi cahe adalah tradisi suku madura yang dilakukan masyarakat di awal musim dan akhir musim penghujan rapmanesia httpstcobdzcvpqc;['suku', 'suku', 'madura', 'memiliki', 'tradisi', 'khas', 'yang', 'telah', 'dilakukan', 'sejak', 'zaman', 'nenek', 'moyang', 'yang', 'pertama', 'karapan', 'sapi', 'atau', 'pacuan', 'sapi', 'kedua', 'yaitu', 'tradisi', 'cahe', 'adalah', 'tradisi', 'suku', 'madura', 'yang', 'dilakukan', 'masyarakat', 'di', 'awal', 'musim', 'dan', 'akhir', 'musim', 'penghujan', 'rapmanesia', 'httpstcobdzcvpqc'];['suku', 'suku', 'madura', 'memiliki', 'tradisi', 'khas', 'yang', 'telah', 'dilakukan', 'sejak', 'zaman', 'nenek', 'moyang', 'yang', 'pertama', 'karapan', 'sapi', 'atau', 'pacuan', 'sapi', 'kedua', 'yaitu', 'tradisi', 'cahe', 'adalah', 'tradisi', 'suku', 'madura', 'yang', 'dilakukan', 'masyarakat', 'di', 'awal', 'musim', 'dan', 'akhir', 'musim', 'penghujan', 'rapmanesia', 'httpstcobdzcvpqc'];suku suku madura memiliki tradisi khas zaman nenek moyang karapan sapi pacuan sapi tradisi cahe tradisi suku madura masyarakat musim musim penghujan rapmanesia httpstcobdzcvpqc;suku suku madura milik tradisi khas zaman nenek moyang karapan sapi pacu sapi tradisi cahe tradisi suku madura masyarakat musim musim hujan rapmanesia httpstcobdzcvpqc;0;Positif
Thu Jun 27 01:08:00 +0000 2024;@RIIZEfess atlet karapan sapi dia mah;donnutsdisturb;@riizefess atlet karapan sapi dia mah;riizefess atlet karapan sapi dia mah;['riizefess', 'atlet', 'karapan', 'sapi', 'dia', 'mah'];['riizefess', 'atlet', 'karapan', 'sapi', 'dia', 'mah'];riizefess atlet karapan sapi mah;riizefess atlet karapan sapi mah;0;Positif
Tue Jun 25 01:51:01 +0000 2024;@tenkadaihiji Pasar Legi ada kortingan kue Pulang2 nonton karapan sapi Selamat pagi juga Bosque Tenang sini dah sarapan pagi https://t.co/J6Y2VXXS7V;BlessYou_Pal;@tenkadaihiji pasar legi ada kortingan kue pulang2 nonton karapan sapi selamat pagi juga bosque tenang sini dah sarapan pagi https://t.co/j6y2vxxs7v;tenkadaihiji pasar legi ada kortingan kue pulang nonton karapan sapi selamat pagi juga bosque tenang sini dah sarapan pagi httpstcojyvxxsv;['tenkadaihiji', 'pasar', 'legi', 'ada', 'kortingan', 'kue', 'pulang', 'nonton', 'karapan', 'sapi', 'selamat', 'pagi', 'juga', 'bosque', 'tenang', 'sini', 'dah', 'sarapan', 'pagi', 'httpstcojyvxxsv'];['tenkadaihiji', 'pasar', 'legi', 'ada', 'kortingan', 'kue', 'pulang', 'menonton', 'karapan', 'sapi', 'selamat', 'pagi', 'juga', 'bosque', 'tenang', 'sini', 'sudah', 'sarapan', 'pagi', 'httpstcojyvxxsv'];tenkadaihiji pasar legi kortingan kue pulang menonton karapan sapi selamat pagi bosque tenang sarapan pagi httpstcojyvxxsv;tenkadaihiji pasar legi korting kue pulang tonton karapan sapi selamat pagi bosque tenang sarap pagi httpstcojyvxxsv;0;Positif
Tue Jun 25 00:51:30 +0000 2024;MORNING SUNSHINEEEEE KE MADURA NONTON KARAPAN SAPI OMAERAAAA JANGAN LUPA SARAPAN PAGI BIAR GA LEMES GEMINK?€?????€?????€???? gutlak tudeyyyyy ywaaa moga hari ini lancar jaya!!! stay hydrated jugaaa (*????€??)=3 https://t.co/GqikbayBHz;tenkadaihiji;morning sunshineeeee ke madura nonton karapan sapi omaeraaaa jangan lupa sarapan pagi biar ga lemes gemink?â‚¬?????â‚¬?????â‚¬???? gutlak tudeyyyyy ywaaa moga hari ini lancar jaya!!! stay hydrated jugaaa (*????â‚¬??)=3 https://t.co/gqikbaybhz;morning sunshineeeee ke madura nonton karapan sapi omaeraaaa jangan lupa sarapan pagi biar ga lemes gemink    gutlak tudeyyyyy ywaaa moga hari ini lancar jaya stay hydrated jugaaa   httpstcogqikbaybhz;['morning', 'sunshineeeee', 'ke', 'madura', 'nonton', 'karapan', 'sapi', 'omaeraaaa', 'jangan', 'lupa', 'sarapan', 'pagi', 'biar', 'ga', 'lemes', 'gemink', 'gutlak', 'tudeyyyyy', 'ywaaa', 'moga', 'hari', 'ini', 'lancar', 'jaya', 'stay', 'hydrated', 'jugaaa', 'httpstcogqikbaybhz'];['morning', 'sunshineeeee', 'ke', 'madura', 'menonton', 'karapan', 'sapi', 'omaeraaaa', 'jangan', 'lupa', 'sarapan', 'pagi', 'biar', 'tidak', 'lemes', 'gemink', 'gutlak', 'tudeyyyyy', 'ywaaa', 'moga', 'hari', 'ini', 'lancar', 'jaya', 'stay', 'hydrated', 'juga', 'httpstcogqikbaybhz'];morning sunshineeeee madura menonton karapan sapi omaeraaaa lupa sarapan pagi biar lemes gemink gutlak tudeyyyyy ywaaa moga lancar jaya stay hydrated httpstcogqikbaybhz;morning sunshineeeee madura tonton karapan sapi omaeraaaa lupa sarap pagi biar lemes gemink gutlak tudeyyyyy ywaaa moga lancar jaya stay hydrated httpstcogqikbaybhz;0;Positif
Mon Jun 24 22:30:06 +0000 2024;@ndrypd Guedine johhh karapan sapi nang suroboyo yo kalah karo sapi ngene;mdferbian;@ndrypd guedine johhh karapan sapi nang suroboyo yo kalah karo sapi ngene;ndrypd guedine johhh karapan sapi nang suroboyo yo kalah karo sapi ngene;['ndrypd', 'guedine', 'johhh', 'karapan', 'sapi', 'nang', 'suroboyo', 'yo', 'kalah', 'karo', 'sapi', 'ngene'];['ndrypd', 'guedine', 'johhh', 'karapan', 'sapi', 'nang', 'suroboyo', 'ya', 'kalah', 'karo', 'sapi', 'ngene'];ndrypd guedine johhh karapan sapi nang suroboyo kalah karo sapi ngene;ndrypd guedine johhh karapan sapi nang suroboyo kalah karo sapi ngene;0;Positif
Sun Jun 23 06:33:11 +0000 2024;Kalau ngomongin Karapan Sapi di Madura pasti tidak luput dari kesenian kusik yang satu ini. Yups Saronen kalau kata orang Madura. Merupakannsalah satu kesenian tradisional Madura yang sekarang biasa digunakan saat lagi mengarak sapi sebelum acara kerapan sapi. https://t.co/SptrKwl8nO;umarfadil_id;kalau ngomongin karapan sapi di madura pasti tidak luput dari kesenian kusik yang satu ini. yups saronen kalau kata orang madura. merupakannsalah satu kesenian tradisional madura yang sekarang biasa digunakan saat lagi mengarak sapi sebelum acara kerapan sapi. https://t.co/sptrkwl8no;kalau ngomongin karapan sapi di madura pasti tidak luput dari kesenian kusik yang satu ini yups saronen kalau kata orang madura merupakannsalah satu kesenian tradisional madura yang sekarang biasa digunakan saat lagi mengarak sapi sebelum acara kerapan sapi httpstcosptrkwlno;['kalau', 'ngomongin', 'karapan', 'sapi', 'di', 'madura', 'pasti', 'tidak', 'luput', 'dari', 'kesenian', 'kusik', 'yang', 'satu', 'ini', 'yups', 'saronen', 'kalau', 'kata', 'orang', 'madura', 'merupakannsalah', 'satu', 'kesenian', 'tradisional', 'madura', 'yang', 'sekarang', 'biasa', 'digunakan', 'saat', 'lagi', 'mengarak', 'sapi', 'sebelum', 'acara', 'kerapan', 'sapi', 'httpstcosptrkwlno'];['kalau', 'mengomongkan', 'karapan', 'sapi', 'di', 'madura', 'pasti', 'tidak', 'luput', 'dari', 'kesenian', 'kusik', 'yang', 'satu', 'ini', 'yups', 'saronen', 'kalau', 'kata', 'orang', 'madura', 'merupakannsalah', 'satu', 'kesenian', 'tradisional', 'madura', 'yang', 'sekarang', 'biasa', 'digunakan', 'saat', 'lagi', 'mengarak', 'sapi', 'sebelum', 'acara', 'kerapan', 'sapi', 'httpstcosptrkwlno'];kalau mengomongkan karapan sapi madura luput kesenian kusik yups saronen orang madura merupakannsalah kesenian tradisional madura mengarak sapi acara kerapan sapi httpstcosptrkwlno;kalau omong karapan sapi madura luput seni kusik yups saronen orang madura merupakannsalah seni tradisional madura arak sapi acara kerap sapi httpstcosptrkwlno;0;Positif
Sun Jun 23 04:11:11 +0000 2024;@bagusanindya_ Karapan sapi;qeloqz;@bagusanindya_ karapan sapi;bagusanindya karapan sapi;['bagusanindya', 'karapan', 'sapi'];['bagusanindya', 'karapan', 'sapi'];bagusanindya karapan sapi;bagusanindya karapan sapi;0;Positif
Sun Jun 23 03:48:01 +0000 2024;@tanyarlfes Joki halal cuma joki pacuan kuda dan karapan sapi;kenast;@tanyarlfes joki halal cuma joki pacuan kuda dan karapan sapi;tanyarlfes joki halal cuma joki pacuan kuda dan karapan sapi;['tanyarlfes', 'joki', 'halal', 'cuma', 'joki', 'pacuan', 'kuda', 'dan', 'karapan', 'sapi'];['tanyarlfes', 'joki', 'halal', 'cuma', 'joki', 'pacuan', 'kuda', 'dan', 'karapan', 'sapi'];tanyarlfes joki halal joki pacuan kuda karapan sapi;tanyarlfes joki halal joki pacu kuda karapan sapi;0;Positif
Sat Jun 22 05:02:43 +0000 2024;Banyak cara dilakukan untuk mengisi liburan sekolah seperti anak-anak di kota Probolinggo Jawa Timur yang asyik mengisi liburan dengan mandi lumpur sambal menjadi penggembira karapan sapi Brujul #MNCTVNews #LintasiNewsSiang #KarapanSapi #Probolinggo #JawaTimur #Liburan https://t.co/lE0Clv1HRZ;Lintas_MNCTV;banyak cara dilakukan untuk mengisi liburan sekolah seperti anak-anak di kota probolinggo jawa timur yang asyik mengisi liburan dengan mandi lumpur sambal menjadi penggembira karapan sapi brujul #mnctvnews #lintasinewssiang #karapansapi #probolinggo #jawatimur #liburan https://t.co/le0clv1hrz;banyak cara dilakukan untuk mengisi liburan sekolah seperti anakanak di kota probolinggo jawa timur yang asyik mengisi liburan dengan mandi lumpur sambal menjadi penggembira karapan sapi brujul mnctvnews lintasinewssiang karapansapi probolinggo jawatimur liburan httpstcoleclvhrz;['banyak', 'cara', 'dilakukan', 'untuk', 'mengisi', 'liburan', 'sekolah', 'seperti', 'anakanak', 'di', 'kota', 'probolinggo', 'jawa', 'timur', 'yang', 'asyik', 'mengisi', 'liburan', 'dengan', 'mandi', 'lumpur', 'sambal', 'menjadi', 'penggembira', 'karapan', 'sapi', 'brujul', 'mnctvnews', 'lintasinewssiang', 'karapansapi', 'probolinggo', 'jawatimur', 'liburan', 'httpstcoleclvhrz'];['banyak', 'cara', 'dilakukan', 'untuk', 'mengisi', 'liburan', 'sekolah', 'seperti', 'anakanak', 'di', 'kota', 'probolinggo', 'jawa', 'timur', 'yang', 'asyik', 'mengisi', 'liburan', 'dengan', 'mandi', 'lumpur', 'sambal', 'menjadi', 'penggembira', 'karapan', 'sapi', 'brujul', 'mnctvnews', 'lintasinewssiang', 'karapansapi', 'probolinggo', 'jawatimur', 'liburan', 'httpstcoleclvhrz'];banyak mengisi liburan sekolah anakanak kota probolinggo jawa timur asyik mengisi liburan mandi lumpur sambal penggembira karapan sapi brujul mnctvnews lintasinewssiang karapansapi probolinggo jawatimur liburan httpstcoleclvhrz;banyak isi libur sekolah anakanak kota probolinggo jawa timur asyik isi libur mandi lumpur sambal gembira karapan sapi brujul mnctvnews lintasinewssiang karapansapi probolinggo jawatimur libur httpstcoleclvhrz;0;Positif
Fri Jun 21 11:18:10 +0000 2024;@ad0rableHee @54skeh ak bawa karapan sapi;kopirasamochaa;@ad0rablehee @54skeh ak bawa karapan sapi;adrablehee skeh ak bawa karapan sapi;['adrablehee', 'skeh', 'ak', 'bawa', 'karapan', 'sapi'];['adrablehee', 'skeh', 'aku', 'bawa', 'karapan', 'sapi'];adrablehee skeh bawa karapan sapi;adrablehee skeh bawa karapan sapi;0;Positif
Thu Jun 20 14:32:00 +0000 2024;@Lintas_Jaman Koyah? Dulu 25 rupiah.. iya bawa uang koin gmbar karapan sapi dpet 4;danangga;@lintas_jaman koyah? dulu 25 rupiah.. iya bawa uang koin gmbar karapan sapi dpet 4;lintasjaman koyah dulu  rupiah iya bawa uang koin gmbar karapan sapi dpet;['lintasjaman', 'koyah', 'dulu', 'rupiah', 'iya', 'bawa', 'uang', 'koin', 'gmbar', 'karapan', 'sapi', 'dpet'];['lintasjaman', 'koyah', 'dulu', 'rupiah', 'iya', 'bawa', 'uang', 'koin', 'gmbar', 'karapan', 'sapi', 'dpet'];lintasjaman koyah rupiah iya bawa uang koin gmbar karapan sapi dpet;lintasjaman koyah rupiah iya bawa uang koin gmbar karapan sapi dpet;0;Positif
Wed Jun 19 06:03:28 +0000 2024;@jansen_jsp Hingga di atur cara mengelolanya di sna ada toto genting namun jika ada bangsa melayu yg bermain itu di tangkap kecuali bangsa melayu berpasport luar malaysia .dalam korltur budaya bangsa indonesia itu tak di kenal judi yg ada sabung ayam di b;sahuri_mhd95592;@jansen_jsp hingga di atur cara mengelolanya di sna ada toto genting namun jika ada bangsa melayu yg bermain itu di tangkap kecuali bangsa melayu berpasport luar malaysia .dalam korltur budaya bangsa indonesia itu tak di kenal judi yg ada sabung ayam di b;jansenjsp hingga di atur cara mengelolanya di sna ada toto genting namun jika ada bangsa melayu yg bermain itu di tangkap kecuali bangsa melayu berpasport luar malaysia dalam korltur budaya bangsa indonesia itu tak di kenal judi yg ada sabung ayam di b;['jansenjsp', 'hingga', 'di', 'atur', 'cara', 'mengelolanya', 'di', 'sna', 'ada', 'toto', 'genting', 'namun', 'jika', 'ada', 'bangsa', 'melayu', 'yg', 'bermain', 'itu', 'di', 'tangkap', 'kecuali', 'bangsa', 'melayu', 'berpasport', 'luar', 'malaysia', 'dalam', 'korltur', 'budaya', 'bangsa', 'indonesia', 'itu', 'tak', 'di', 'kenal', 'judi', 'yg', 'ada', 'sabung', 'ayam', 'di', 'b'];['jansenjsp', 'hingga', 'di', 'atur', 'cara', 'mengelolanya', 'di', 'sana', 'ada', 'toto', 'genting', 'namun', 'jika', 'ada', 'bangsa', 'melayu', 'yang', 'bermain', 'itu', 'di', 'tangkap', 'kecuali', 'bangsa', 'melayu', 'berpasport', 'luar', 'malaysia', 'dalam', 'korltur', 'budaya', 'bangsa', 'indonesia', 'itu', 'tak', 'di', 'kenal', 'judi', 'yang', 'ada', 'sabung', 'ayam', 'di', 'b'];jansenjsp atur mengelolanya toto genting bangsa melayu bermain tangkap bangsa melayu berpasport malaysia korltur budaya bangsa indonesia kenal judi sabung ayam b;jansenjsp atur kelola toto genting bangsa melayu main tangkap bangsa melayu berpasport malaysia korltur budaya bangsa indonesia kenal judi sabung ayam b;0;Positif
Mon Jun 17 14:41:40 +0000 2024;@haryosuu @kapaludaraa Bolehh. Tpi pinggir e karapan sapi yo mesisan ben di tabrak mbek wong;godvolkanis;@haryosuu @kapaludaraa bolehh. tpi pinggir e karapan sapi yo mesisan ben di tabrak mbek wong;haryosuu kapaludaraa bolehh tpi pinggir e karapan sapi yo mesisan ben di tabrak mbek wong;['haryosuu', 'kapaludaraa', 'bolehh', 'tpi', 'pinggir', 'e', 'karapan', 'sapi', 'yo', 'mesisan', 'ben', 'di', 'tabrak', 'mbek', 'wong'];['haryosuu', 'kapaludaraa', 'bolehh', 'tapi', 'pinggir', 'e', 'karapan', 'sapi', 'ya', 'mesisan', 'ben', 'di', 'tabrak', 'mbek', 'wong'];haryosuu kapaludaraa bolehh pinggir e karapan sapi mesisan ben tabrak mbek wong;haryosuu kapaludaraa bolehh pinggir e karapan sapi mesisan ben tabrak mbek wong;0;Positif
Mon Jun 17 12:36:56 +0000 2024;@Arma_Anyway Wkwk kalian karapan sapi ya? Pasti seru ;Scrt_zi_;@arma_anyway wkwk kalian karapan sapi ya? pasti seru ;armaanyway wkwk kalian karapan sapi ya pasti seru;['armaanyway', 'wkwk', 'kalian', 'karapan', 'sapi', 'ya', 'pasti', 'seru'];['armaanyway', 'wkwk', 'kalian', 'karapan', 'sapi', 'ya', 'pasti', 'seru'];armaanyway wkwk karapan sapi seru;armaanyway wkwk karapan sapi seru;0;Positif
Sun Jun 16 15:05:15 +0000 2024;@NopiSaputra09 Dibuka dengan karapan sapi lah;galihx;@nopisaputra09 dibuka dengan karapan sapi lah;nopisaputra dibuka dengan karapan sapi lah;['nopisaputra', 'dibuka', 'dengan', 'karapan', 'sapi', 'lah'];['nopisaputra', 'dibuka', 'dengan', 'karapan', 'sapi', 'lah'];nopisaputra dibuka karapan sapi lah;nopisaputra buka karapan sapi lah;0;Positif
Sun Jun 16 12:09:55 +0000 2024;@veeola Rumputnya harus masuk draft kontrak dg pihak pengelola sih. Misal ada kewajiban harus selalu rapi saat dipakai main. Masa udah nyewa dapet lapangan standar karapan sapi;tonobuwono;@veeola rumputnya harus masuk draft kontrak dg pihak pengelola sih. misal ada kewajiban harus selalu rapi saat dipakai main. masa udah nyewa dapet lapangan standar karapan sapi;veeola rumputnya harus masuk draft kontrak dg pihak pengelola sih misal ada kewajiban harus selalu rapi saat dipakai main masa udah nyewa dapet lapangan standar karapan sapi;['veeola', 'rumputnya', 'harus', 'masuk', 'draft', 'kontrak', 'dg', 'pihak', 'pengelola', 'sih', 'misal', 'ada', 'kewajiban', 'harus', 'selalu', 'rapi', 'saat', 'dipakai', 'main', 'masa', 'udah', 'nyewa', 'dapet', 'lapangan', 'standar', 'karapan', 'sapi'];['veeola', 'rumputnya', 'harus', 'masuk', 'draft', 'kontrak', 'dengan', 'pihak', 'pengelola', 'sih', 'misal', 'ada', 'kewajiban', 'harus', 'selalu', 'rapi', 'saat', 'dipakai', 'main', 'masa', 'sudah', 'nyewa', 'dapat', 'lapangan', 'standar', 'karapan', 'sapi'];veeola rumputnya masuk draft kontrak pengelola sih kewajiban rapi dipakai main nyewa lapangan standar karapan sapi;veeola rumput masuk draft kontrak kelola sih wajib rapi pakai main nyewa lapang standar karapan sapi;0;Positif
Sun Jun 16 11:02:59 +0000 2024;@ramenindomy @worksfess Iyaaa seberang nya karapan sapi wkwk;shanumcu;@ramenindomy @worksfess iyaaa seberang nya karapan sapi wkwk;ramenindomy worksfess iyaaa seberang nya karapan sapi wkwk;['ramenindomy', 'worksfess', 'iyaaa', 'seberang', 'nya', 'karapan', 'sapi', 'wkwk'];['ramenindomy', 'worksfess', 'iya', 'seberang', 'ya', 'karapan', 'sapi', 'wkwk'];ramenindomy worksfess iya seberang karapan sapi wkwk;ramenindomy worksfess iya seberang karapan sapi wkwk;0;Positif
Fri Jun 14 15:31:37 +0000 2024;@RadioElshinta Dua duanya salah. Erick Thohir juga salah kenapa sudah sampaikan segini hari rumput GBK makin rusak parah. Memalukan sekali ketika Timnas lawan Filipina lapangan seperti karapan sapi. Urusin rumput saja gak becus gimana ngurusin yg lain.;akalpedia;@radioelshinta dua duanya salah. erick thohir juga salah kenapa sudah sampaikan segini hari rumput gbk makin rusak parah. memalukan sekali ketika timnas lawan filipina lapangan seperti karapan sapi. urusin rumput saja gak becus gimana ngurusin yg lain.;radioelshinta dua duanya salah erick thohir juga salah kenapa sudah sampaikan segini hari rumput gbk makin rusak parah memalukan sekali ketika timnas lawan filipina lapangan seperti karapan sapi urusin rumput saja gak becus gimana ngurusin yg lain;['radioelshinta', 'dua', 'duanya', 'salah', 'erick', 'thohir', 'juga', 'salah', 'kenapa', 'sudah', 'sampaikan', 'segini', 'hari', 'rumput', 'gbk', 'makin', 'rusak', 'parah', 'memalukan', 'sekali', 'ketika', 'timnas', 'lawan', 'filipina', 'lapangan', 'seperti', 'karapan', 'sapi', 'urusin', 'rumput', 'saja', 'gak', 'becus', 'gimana', 'ngurusin', 'yg', 'lain'];['radioelshinta', 'dua', 'duanya', 'salah', 'erick', 'thohir', 'juga', 'salah', 'kenapa', 'sudah', 'sampaikan', 'segini', 'hari', 'rumput', 'gbk', 'makin', 'rusak', 'parah', 'memalukan', 'sekali', 'ketika', 'timnas', 'lawan', 'filipina', 'lapangan', 'seperti', 'karapan', 'sapi', 'mengurusi', 'rumput', 'saja', 'tidak', 'becus', 'bagaimana', 'mengurusi', 'yang', 'lain'];radioelshinta duanya salah erick thohir salah segini rumput gbk rusak parah memalukan timnas lawan filipina lapangan karapan sapi mengurusi rumput becus mengurusi lain;radioelshinta dua salah erick thohir salah gin rumput gbk rusak parah malu timnas lawan filipina lapang karapan sapi urus rumput becus urus lain;0;Positif
